ID,Wind speed in km/h,Waterfowl population,Wave Action,Turbidity of water (NTUs)
15593,13,NA,None,NA
15594,13,NA,None,NA
15595,13,NA,Moderate,NA
15596,13,2,Low,NA
15597,13,NA,Low,NA
15598,13,20,Moderate,NA
15599,13,15,Moderate,NA
15600,13,NA,Low,NA
15601,26,6,Moderate,NA
15602,26,6,None,NA
15603,26,NA,Low,NA
15604,26,NA,Low,NA
15605,26,NA,Low,NA
15606,26,NA,Low,NA
15607,26,NA,Low,NA
15608,26,NA,Moderate,NA
15609,26,NA,Low,NA
15610,26,3,Moderate,NA
15611,2,12,None,0.81
15612,2,50,None,2.5
15613,2,NA,None,NA
15614,2,NA,None,NA
15615,2,6,None,NA
15616,2,2,None,NA
15617,2,NA,None,NA
15618,2,14,Low,NA
15619,2,19,Low,NA
15620,2,4,None,NA
15621,17,NA,Low,1.75
15622,17,20,Low,2.04
15623,17,NA,Moderate,NA
15624,17,5,Moderate,NA
15625,17,7,Low,NA
15626,17,15,Low,NA
15627,17,4,Low,NA
15628,17,NA,Low,NA
15629,17,11,Low,NA
15630,17,3,Low,NA
15631,4,NA,None,2.89
15632,4,18,None,3.06
15633,4,NA,None,NA
15634,4,NA,Low,NA
15635,4,NA,Low,NA
15636,4,NA,None,NA
15637,4,3,None,NA
15638,4,18,Moderate,NA
15639,4,61,Low,NA
15640,4,2,Low,NA
15641,11,NA,None,4.7
15642,11,15,None,2.37
15643,11,1,Low,NA
15644,11,NA,Low,NA
15645,11,7,None,NA
15646,11,20,None,NA
15647,11,NA,None,NA
15648,11,NA,None,NA
15649,11,22,None,NA
15650,11,5,None,NA
15651,13,21,None,0.54
15652,13,48,None,0.79
15653,13,2,None,NA
15654,13,NA,None,NA
15655,13,1,None,NA
15656,13,1,None,NA
15657,5,NA,None,NA
15658,5,4,None,NA
15659,5,10,None,NA
15660,5,45,None,NA
15661,16,NA,None,1.13
15662,16,14,None,0.77
15663,16,NA,None,NA
15664,16,NA,None,NA
15665,16,NA,None,NA
15666,16,NA,None,NA
15667,16,NA,None,NA
15668,16,27,None,NA
15669,16,31,None,NA
15670,16,3,None,NA
15671,8,NA,Moderate,1.97
15672,8,19,Low,0.97
15673,8,2,Low,NA
15674,8,NA,Moderate,NA
15675,8,NA,Moderate,NA
15676,8,1,Low,NA
15677,8,NA,None,NA
15678,8,4,None,NA
15679,8,73,None,NA
15680,8,NA,Moderate,NA
15681,9,7,None,0.57
15682,9,7,None,1.15
15683,9,15,None,NA
15684,9,NA,None,NA
15685,9,NA,None,NA
15686,9,2,None,NA
15687,9,2,None,NA
15688,9,12,None,NA
15689,9,69,None,NA
15690,9,4,None,NA
15691,11,NA,None,0.34
15692,11,7,None,0.81
15693,11,NA,None,NA
15694,11,NA,None,NA
15695,11,NA,None,NA
15696,11,NA,None,NA
15697,11,10,None,NA
15698,11,4,None,NA
15699,11,23,None,NA
15700,11,7,None,NA
15701,15,21,None,0.45
15702,15,3,None,1.06
15703,15,NA,Low,NA
15704,15,NA,Low,NA
15705,15,12,None,NA
15706,15,NA,Low,NA
15707,15,NA,None,NA
15708,15,NA,None,NA
15709,15,48,None,NA
15710,15,2,None,NA
15711,17,4,Moderate,0.61
15712,17,12,Moderate,0.98
15713,17,NA,Low,NA
15714,17,NA,Low,NA
15715,17,6,Low,NA
15716,17,NA,Low,NA
15717,17,2,Low,NA
15718,17,NA,Low,NA
15719,17,NA,Low,NA
15720,17,NA,Moderate,NA
15721,15,6,None,0.8
15722,15,4,None,0.57
15723,15,NA,Low,NA
15724,15,NA,None,NA
15725,15,10,None,NA
15726,15,NA,None,NA
15727,15,NA,None,NA
15728,15,19,None,NA
15729,15,78,None,NA
15730,15,3,None,NA
15731,9,17,None,3.3
15732,9,18,None,1.07
15733,9,15,None,NA
15734,9,NA,None,NA
15735,9,20,None,NA
15736,9,10,None,NA
15737,9,10,None,NA
15738,9,7,None,NA
15739,9,21,None,NA
15740,9,5,None,NA
15741,17,5,None,2.15
15742,17,41,None,NA
15743,17,NA,None,NA
15744,17,1,None,NA
15745,17,7,None,NA
15746,17,NA,None,NA
15747,17,4,None,NA
15748,17,15,Low,NA
15749,17,10,Low,NA
15750,17,NA,Low,NA
15751,33,NA,None,5.18
15752,33,8,None,1.08
15753,33,NA,High,NA
15754,33,NA,Moderate,NA
15755,33,15,None,NA
15756,33,3,None,NA
15757,33,3,Low,NA
15758,33,68,None,NA
15759,33,94,None,NA
15760,33,21,None,NA
15761,4,NA,Low,4.22
15762,4,5,None,1.07
15763,4,NA,Moderate,NA
15764,4,NA,High,NA
15765,4,3,None,NA
15766,4,2,Low,NA
15767,4,4,Low,NA
15768,4,47,Low,NA
15769,4,23,Low,NA
15770,4,NA,Moderate,NA
15771,13,3,None,7.97
15772,13,24,None,1.87
15773,13,NA,None,NA
15774,13,NA,High,NA
15775,13,24,Low,NA
15776,13,NA,None,NA
15777,13,11,None,NA
15778,13,7,High,NA
15779,13,31,High,NA
15780,13,NA,Low,NA
15781,5,NA,None,0.57
15782,5,NA,None,0.51
15783,5,NA,None,NA
15784,5,NA,None,NA
15785,5,14,None,NA
15786,5,7,None,NA
15787,5,3,None,NA
15788,5,17,None,NA
15789,5,63,None,NA
15790,5,4,None,NA
15791,18,NA,None,1.49
15792,18,4,None,1.01
15793,18,3,None,NA
15794,18,5,None,NA
15795,18,7,None,NA
15796,18,NA,Low,NA
15797,18,5,Low,NA
15798,18,9,Low,NA
15799,18,33,Low,NA
15800,18,NA,None,NA
15801,18,4,None,2.31
15802,18,10,None,1.56
15803,18,6,None,NA
15804,18,2,None,NA
15805,18,2,None,NA
15806,18,NA,None,NA
15807,18,NA,None,NA
15808,18,10,Low,NA
15809,18,30,None,NA
15810,18,15,Low,NA
15811,4,4,None,0.85
15812,4,7,None,1.17
15813,4,NA,None,NA
15814,4,NA,None,NA
15815,4,NA,None,NA
15816,4,NA,None,NA
15817,4,2,None,NA
15818,4,NA,None,NA
15819,4,32,None,NA
15820,4,102,None,NA
15821,17,NA,High,8.21
15822,17,53,None,0.82
15823,17,NA,Low,NA
15824,17,NA,High,NA
15825,17,NA,High,NA
15826,17,NA,None,NA
15827,17,NA,None,NA
15828,17,NA,High,NA
15829,17,NA,High,NA
15830,17,7,High,NA
15831,9,NA,None,1.99
15832,9,38,None,1.47
15833,9,NA,None,NA
15834,9,1,None,NA
15835,9,3,None,NA
15836,9,NA,None,NA
15837,9,21,None,NA
15838,9,1,Low,NA
15839,9,57,Low,NA
15840,9,15,None,NA
15841,9,16,None,1.17
15842,9,12,None,1.13
15843,9,NA,None,NA
15844,9,NA,None,NA
15845,9,4,None,NA
15846,9,NA,None,NA
15847,9,NA,None,NA
15848,9,NA,None,NA
15849,9,NA,None,NA
15850,9,NA,None,NA
15851,21,NA,Low,8.22
15852,21,20,Low,1.73
15853,21,NA,Low,NA
15854,21,NA,Low,NA
15855,21,NA,Low,NA
15856,21,NA,Low,NA
15857,21,4,Low,NA
15858,21,5,Low,NA
15859,21,13,Low,NA
15860,21,6,Low,NA
15861,30,22,None,0.47
15862,30,35,None,0.61
15863,30,NA,Low,NA
15864,30,NA,None,NA
15865,30,3,None,NA
15866,30,NA,None,NA
15867,30,13,None,NA
15868,30,3,None,NA
15869,30,37,None,NA
15870,30,21,Low,NA
15871,22,2,None,0.31
15872,22,4,None,0.34
15873,22,1,None,NA
15874,22,NA,None,NA
15875,22,NA,None,NA
15876,22,2,None,NA
15877,22,NA,None,NA
15878,22,2,None,NA
15879,22,37,None,NA
15880,22,35,Low,NA
15881,8,NA,Low,1.46
15882,8,NA,Low,1.02
15883,8,3,None,NA
15884,8,NA,None,NA
15885,8,14,None,NA
15886,8,3,None,NA
15887,8,21,None,NA
15888,8,8,Low,NA
15889,8,12,Low,NA
15890,8,12,Low,NA
15891,9,NA,None,NA
15892,9,30,High,2.46
15893,9,NA,Low,NA
15894,9,NA,None,NA
15895,9,NA,None,NA
15896,9,NA,Low,NA
15897,9,NA,Low,NA
15898,9,NA,High,NA
15899,9,NA,Moderate,NA
15900,9,10,High,NA
15901,21,NA,None,0.43
15902,21,11,None,1.22
15903,21,NA,None,NA
15904,21,NA,Low,NA
15905,21,NA,None,NA
15906,21,NA,None,NA
15907,21,NA,None,NA
15908,21,7,None,NA
15909,21,42,None,NA
15910,21,NA,None,NA
15911,9,1,Low,0.93
15912,9,NA,Low,1.56
15913,9,NA,Low,NA
15914,9,NA,Low,NA
15915,9,NA,Low,NA
15916,9,3,Low,NA
15917,9,NA,Low,NA
15918,9,1,Low,NA
15919,9,3,Low,NA
15920,9,100,Low,NA
15921,8,NA,None,0.97
15922,8,10,None,0.76
15923,8,1,None,NA
15924,8,NA,None,NA
15925,8,12,None,NA
15926,8,2,None,NA
15927,8,NA,None,NA
15928,8,6,None,NA
15929,8,10,None,NA
15930,8,NA,Low,NA
15931,8,2,Low,0.72
15932,8,6,Low,0.73
15933,8,3,Low,NA
15934,8,NA,Low,NA
15935,8,2,Low,NA
15936,8,NA,Low,NA
15937,8,21,Low,NA
15938,8,14,Low,NA
15939,8,4,Low,NA
15940,8,NA,Moderate,NA
15941,21,17,High,0.58
15942,21,36,Moderate,0.61
15943,21,NA,None,NA
15944,21,NA,None,NA
15945,21,20,Moderate,NA
15946,21,NA,None,NA
15947,21,2,None,NA
15948,21,16,Moderate,NA
15949,21,NA,Moderate,NA
15950,21,22,Moderate,NA
15951,9,NA,None,1.95
15952,9,12,None,0.75
15953,9,1,Low,NA
15954,9,NA,Low,NA
15955,9,7,None,NA
15956,9,1,Low,NA
15957,9,5,Low,NA
15958,9,4,None,NA
15959,9,99,None,NA
15960,9,8,None,NA
15961,24,NA,Low,1.05
15962,24,6,None,1.58
15963,24,NA,Moderate,NA
15964,24,NA,High,NA
15965,24,9,Low,NA
15966,24,2,Moderate,NA
15967,24,NA,Low,NA
15968,24,NA,None,NA
15969,24,96,None,NA
15970,24,3,Low,NA
15971,13,3,Moderate,4.82
15972,13,20,Low,0.91
15973,13,7,Moderate,NA
15974,13,NA,Moderate,NA
15975,13,30,Moderate,NA
15976,13,15,Low,NA
15977,13,20,Low,NA
15978,13,NA,Moderate,NA
15979,13,20,Moderate,NA
15980,13,7,High,NA
15981,17,NA,Low,2.96
15982,17,50,Low,6.62
15983,17,NA,Low,NA
15984,17,NA,Low,NA
15985,17,40,Low,NA
15986,17,NA,Low,NA
15987,17,6,Low,NA
15988,17,6,Low,NA
15989,17,14,Low,NA
15990,17,5,Low,NA
15991,17,10,None,1.08
15992,17,20,None,1.21
15993,17,NA,None,NA
15994,17,NA,None,NA
15995,17,NA,None,NA
15996,17,NA,None,NA
15997,17,NA,None,NA
15998,17,2,Low,NA
15999,17,19,Low,NA
16000,17,NA,Low,NA
16001,11,NA,Low,1.96
16002,11,20,Low,3.41
16003,11,3,Low,NA
16004,11,NA,Low,NA
16005,11,NA,Low,NA
16006,11,2,Low,NA
16007,11,14,Low,NA
16008,11,14,Low,NA
16009,11,120,Low,NA
16010,11,NA,None,NA
16011,9,NA,Low,2.72
16012,9,NA,Low,1.29
16013,9,NA,Low,NA
16014,9,NA,Low,NA
16015,9,NA,Low,NA
16016,9,NA,Low,NA
16017,9,NA,Low,NA
16018,9,1,Low,NA
16019,9,15,Low,NA
16020,9,NA,Low,NA
16021,4,3,Low,1.84
16022,4,12,Low,0.57
16023,4,NA,None,NA
16024,4,NA,Low,NA
16025,4,4,Low,NA
16026,4,NA,Low,NA
16027,4,2,None,NA
16028,4,7,Low,NA
16029,4,13,Low,NA
16030,4,55,Low,NA
16031,11,NA,Moderate,1.99
16032,11,NA,Moderate,3.24
16033,11,NA,Moderate,NA
16034,11,NA,Moderate,NA
16035,11,10,Moderate,NA
16036,11,NA,Low,NA
16037,11,20,None,NA
16038,11,35,Low,NA
16039,11,30,Low,NA
16040,11,NA,Moderate,NA
16041,18,8,None,4.39
16042,18,4,None,1.58
16043,18,NA,Moderate,NA
16044,18,NA,Moderate,NA
16045,18,NA,None,NA
16046,18,NA,Low,NA
16047,18,NA,None,NA
16048,18,40,Low,NA
16049,18,30,Low,NA
16050,18,NA,Low,NA
16051,11,NA,Low,0.38
16052,11,NA,Low,0.53
16053,11,NA,Low,NA
16054,11,NA,Low,NA
16055,11,9,Low,NA
16056,11,NA,Low,NA
16057,11,7,Low,NA
16058,11,3,None,NA
16059,11,7,None,NA
16060,11,NA,None,NA
16061,5,NA,None,10.8
16062,5,5,None,1.19
16063,5,NA,None,NA
16064,5,1,None,NA
16065,5,34,None,NA
16066,5,1,None,NA
16067,5,NA,None,NA
16068,5,4,None,NA
16069,5,26,None,NA
16070,5,22,None,NA
16071,15,NA,Low,4.38
16072,15,10,None,2.12
16073,15,6,None,NA
16074,15,7,Moderate,NA
16075,15,4,None,NA
16076,15,3,None,NA
16077,15,NA,None,NA
16078,15,NA,Moderate,NA
16079,15,6,Moderate,NA
16080,15,42,Moderate,NA
16081,13,NA,None,NA
16082,13,7,None,NA
16083,13,3,Low,NA
16084,13,NA,Low,NA
16085,13,5,None,NA
16086,13,NA,Low,NA
16087,13,1,Low,NA
16088,13,1,None,NA
16089,13,150,None,NA
16090,13,7,None,NA
16091,8,NA,None,5.47
16092,8,NA,None,8.48
16093,8,14,None,NA
16094,8,2,None,NA
16095,8,2,None,NA
16096,8,NA,None,NA
16097,8,NA,None,NA
16098,8,17,None,NA
16099,8,NA,None,NA
16100,8,NA,None,NA
16101,8,NA,Low,0.62
16102,8,NA,None,0.78
16103,8,20,Low,NA
16104,8,NA,Low,NA
16105,8,NA,Low,NA
16106,8,12,Low,NA
16107,8,3,Low,NA
16108,8,3,Low,NA
16109,8,NA,Low,NA
16110,8,NA,Low,NA
16111,13,NA,None,0.78
16112,13,6,None,1.21
16113,13,5,None,NA
16114,13,NA,None,NA
16115,13,3,None,NA
16116,13,NA,None,NA
16117,13,7,None,NA
16118,13,NA,None,NA
16119,13,10,None,NA
16120,13,5,None,NA
16121,21,7,Moderate,4.81
16122,21,5,None,0.83
16123,21,NA,High,NA
16124,21,NA,High,NA
16125,21,NA,High,NA
16126,21,NA,High,NA
16127,21,NA,High,NA
16128,21,NA,High,NA
16129,21,NA,High,NA
16130,21,10,High,NA
16131,24,NA,None,2.92
16132,24,22,None,1.41
16133,24,NA,Low,NA
16134,24,NA,None,NA
16135,24,NA,None,NA
16136,24,13,None,NA
16137,24,NA,None,NA
16138,24,2,None,NA
16139,24,17,Low,NA
16140,24,2,None,NA
16141,15,16,None,0.43
16142,15,13,None,0.63
16143,15,NA,None,NA
16144,15,NA,None,NA
16145,15,NA,None,NA
16146,15,NA,None,NA
16147,15,NA,None,NA
16148,15,NA,None,NA
16149,15,NA,None,NA
16150,15,5,None,NA
16151,4,NA,None,NA
16152,4,7,None,NA
16153,4,NA,None,NA
16154,4,NA,None,NA
16155,4,12,None,NA
16156,4,NA,None,NA
16157,4,2,None,NA
16158,4,25,None,NA
16159,4,36,None,NA
16160,4,NA,None,NA
16161,9,NA,None,0.94
16162,9,4,None,0.9
16163,9,NA,None,NA
16164,9,21,None,NA
16165,9,13,None,NA
16166,9,3,None,NA
16167,9,2,None,NA
16168,9,8,None,NA
16169,9,15,None,NA
16170,9,57,Low,NA
16171,9,NA,Low,0.79
16172,9,NA,Low,0.87
16173,9,NA,None,NA
16174,9,NA,None,NA
16175,9,5,None,NA
16176,9,3,None,NA
16177,9,2,None,NA
16178,9,4,Low,NA
16179,9,NA,Low,NA
16180,9,NA,None,NA
16181,13,NA,Moderate,0.68
16182,13,NA,Low,0.55
16183,13,13,Low,NA
16184,13,NA,Moderate,NA
16185,13,7,Moderate,NA
16186,13,11,Low,NA
16187,13,11,Low,NA
16188,13,6,Low,NA
16189,13,2,Low,NA
16190,13,5,Moderate,NA
16191,11,19,None,0.7
16192,11,8,None,0.89
16193,11,NA,Low,NA
16194,11,NA,Low,NA
16195,11,NA,Low,NA
16196,11,NA,Low,NA
16197,11,5,Low,NA
16198,11,1,Low,NA
16199,11,8,Low,NA
16200,11,NA,Low,NA
16201,24,10,High,3.22
16202,24,100,Low,0.68
16203,24,31,Low,NA
16204,24,7,Moderate,NA
16205,24,NA,High,NA
16206,24,21,Low,NA
16207,24,25,Low,NA
16208,24,3,High,NA
16209,24,37,High,NA
16210,24,8,High,NA
16211,13,12,Low,4.93
16212,13,39,Low,1.53
16213,13,10,Low,NA
16214,13,NA,Low,NA
16215,13,NA,Low,NA
16216,13,NA,Low,NA
16217,13,12,Low,NA
16218,13,6,Low,NA
16219,13,3,Low,NA
16220,13,52,Low,NA
16221,4,NA,None,NA
16222,4,25,None,0.86
16223,4,NA,None,NA
16224,4,3,None,NA
16225,4,10,None,NA
16226,4,4,None,NA
16227,4,NA,None,NA
16228,4,NA,None,NA
16229,4,1,None,NA
16230,4,NA,None,NA
16231,11,15,Low,NA
16232,11,50,None,NA
16233,11,1,None,NA
16234,11,NA,Low,NA
16235,11,1,Low,NA
16236,11,3,None,NA
16237,11,7,None,NA
16238,11,15,Low,NA
16239,11,21,Low,NA
16240,11,NA,Moderate,NA
16241,15,3,None,0.41
16242,15,22,None,0.79
16243,15,NA,None,NA
16244,15,64,None,NA
16245,15,4,None,NA
16246,15,13,None,NA
16247,15,3,None,NA
16248,15,6,None,NA
16249,15,17,None,NA
16250,15,50,None,NA
16251,4,NA,None,1.46
16252,4,15,None,1.31
16253,4,3,None,NA
16254,4,3,None,NA
16255,4,NA,None,NA
16256,4,5,None,NA
16257,4,NA,None,NA
16258,4,NA,None,NA
16259,4,40,None,NA
16260,4,75,None,NA
16261,17,2,None,1.21
16262,17,51,None,1
16263,17,NA,None,NA
16264,17,NA,None,NA
16265,17,NA,None,NA
16266,17,NA,None,NA
16267,17,NA,None,NA
16268,17,21,Low,NA
16269,17,29,None,NA
16270,17,20,None,NA
16271,13,4,None,1.38
16272,13,25,None,0.99
16273,13,NA,None,NA
16274,13,NA,None,NA
16275,13,3,None,NA
16276,13,NA,None,NA
16277,13,4,None,NA
16278,13,6,None,NA
16279,13,11,None,NA
16280,13,NA,None,NA
16281,26,7,High,3.48
16282,26,11,Moderate,4.25
16283,26,NA,None,NA
16284,26,NA,None,NA
16285,26,NA,None,NA
16286,26,NA,None,NA
16287,26,3,Moderate,NA
16288,26,8,Moderate,NA
16289,26,50,Moderate,NA
16290,26,NA,High,NA
16291,17,NA,None,4.85
16292,17,54,None,0.65
16293,17,NA,None,NA
16294,17,NA,None,NA
16295,17,NA,None,NA
16296,17,NA,None,NA
16297,17,NA,None,NA
16298,17,17,None,NA
16299,17,40,None,NA
16300,17,3,None,NA
16301,5,48,None,1.03
16302,5,16,None,0.59
16303,5,4,None,NA
16304,5,NA,None,NA
16305,5,15,None,NA
16306,5,NA,Low,NA
16307,5,7,None,NA
16308,5,3,None,NA
16309,5,64,None,NA
16310,5,4,None,NA
16311,17,4,Moderate,4.41
16312,17,18,None,0.65
16313,17,NA,None,NA
16314,17,NA,Low,NA
16315,17,90,Low,NA
16316,17,NA,None,NA
16317,17,1,None,NA
16318,17,11,High,NA
16319,17,109,Moderate,NA
16320,17,NA,Low,NA
16321,13,NA,None,0.45
16322,13,20,None,0.23
16323,13,NA,None,NA
16324,13,NA,None,NA
16325,13,NA,None,NA
16326,13,NA,None,NA
16327,13,NA,None,NA
16328,13,NA,None,NA
16329,13,7,None,NA
16330,13,NA,None,NA
16331,9,NA,None,2.12
16332,9,25,None,0.54
16333,9,NA,None,NA
16334,9,NA,None,NA
16335,9,NA,None,NA
16336,9,3,None,NA
16337,9,NA,None,NA
16338,9,3,None,NA
16339,9,6,None,NA
16340,9,24,Low,NA
16341,17,2,None,1.1
16342,17,12,None,0.72
16343,17,2,Low,NA
16344,17,NA,Low,NA
16345,17,3,Low,NA
16346,17,NA,Low,NA
16347,17,NA,Low,NA
16348,17,NA,Low,NA
16349,17,14,Low,NA
16350,17,NA,Low,NA
16351,10,12,None,0.82
16352,10,4,None,0.61
16353,10,NA,None,NA
16354,10,NA,None,NA
16355,10,4,None,NA
16356,10,NA,None,NA
16357,10,12,None,NA
16358,10,4,Low,NA
16359,10,34,Low,NA
16360,10,NA,None,NA
16361,4,7,None,1.27
16362,4,32,None,0.95
16363,4,3,None,NA
16364,4,NA,None,NA
16365,4,19,None,NA
16366,4,4,None,NA
16367,NA,12,None,NA
16368,NA,16,None,NA
16369,NA,22,None,NA
16370,NA,7,None,NA
16371,17,4,Low,0.45
16372,17,42,Low,0.98
16373,17,8,Low,NA
16374,17,NA,Low,NA
16375,17,NA,Low,NA
16376,17,NA,Low,NA
16377,17,2,Low,NA
16378,17,2,Low,NA
16379,17,5,Low,NA
16380,17,6,Low,NA
16381,4,NA,None,1.4
16382,4,17,None,1.29
16383,4,1,None,NA
16384,4,1,Low,NA
16385,4,1,None,NA
16386,4,1,None,NA
16387,4,1,None,NA
16388,4,21,None,NA
16389,4,27,None,NA
16390,4,21,None,NA
16391,NA,NA,None,NA
16392,NA,NA,None,NA
16393,NA,NA,None,NA
16394,NA,NA,None,NA
16395,NA,NA,None,NA
16396,NA,NA,None,NA
16397,NA,NA,None,NA
16398,NA,NA,None,NA
16399,NA,NA,None,NA
16400,NA,NA,None,NA
16401,9,NA,None,1.21
16402,9,2,None,1.32
16403,9,NA,None,NA
16404,9,NA,None,NA
16405,9,NA,None,NA
16406,9,NA,None,NA
16407,9,NA,None,NA
16408,9,8,None,NA
16409,9,NA,None,NA
16410,9,11,None,NA
16411,7,3,None,0.83
16412,7,18,None,0.76
16413,7,NA,None,NA
16414,7,NA,None,NA
16415,7,NA,None,NA
16416,7,20,None,NA
16417,7,NA,None,NA
16418,7,3,None,NA
16419,7,54,None,NA
16420,7,NA,None,NA
16421,11,59,High,1
16422,11,5,Moderate,8.1
16423,11,NA,Low,NA
16424,11,NA,Low,NA
16425,11,NA,Low,NA
16426,11,NA,Low,NA
16427,11,3,Low,NA
16428,11,4,Moderate,NA
16429,11,13,Low,NA
16430,11,NA,High,NA
16431,9,NA,None,0.57
16432,9,2,None,0.71
16433,9,2,None,NA
16434,9,NA,None,NA
16435,9,NA,None,NA
16436,9,NA,None,NA
16437,9,NA,None,NA
16438,9,2,None,NA
16439,9,30,None,NA
16440,9,20,None,NA
16441,15,NA,None,1.33
16442,15,7,None,0.66
16443,15,19,None,NA
16444,15,NA,None,NA
16445,15,53,None,NA
16446,15,NA,None,NA
16447,15,NA,None,NA
16448,15,NA,None,NA
16449,15,17,None,NA
16450,15,NA,None,NA
16451,8,NA,None,0.65
16452,8,8,None,0.47
16453,8,4,None,NA
16454,8,8,None,NA
16455,8,8,None,NA
16456,8,7,None,NA
16457,8,NA,None,NA
16458,8,3,None,NA
16459,8,12,None,NA
16460,8,6,None,NA
16461,22,7,None,1.19
16462,22,14,Low,0.55
16463,22,8,None,NA
16464,22,NA,Moderate,NA
16465,22,22,Low,NA
16466,22,3,None,NA
16467,22,4,None,NA
16468,22,11,Moderate,NA
16469,22,48,Moderate,NA
16470,22,20,Low,NA
16471,11,4,Low,NA
16472,11,12,None,NA
16473,11,NA,Low,NA
16474,11,4,Low,NA
16475,11,NA,Low,NA
16476,11,NA,Low,NA
16477,11,3,None,NA
16478,11,1,Low,NA
16479,11,25,Low,NA
16480,11,NA,Low,NA
16481,13,12,None,0.58
16482,13,51,None,0.75
16483,13,NA,None,NA
16484,13,NA,None,NA
16485,13,NA,None,NA
16486,13,NA,None,NA
16487,13,NA,None,NA
16488,13,NA,None,NA
16489,13,42,None,NA
16490,13,5,None,NA
16491,9,NA,None,3.81
16492,9,4,None,1.53
16493,9,2,None,NA
16494,9,3,None,NA
16495,9,NA,None,NA
16496,9,NA,None,NA
16497,9,4,None,NA
16498,9,40,None,NA
16499,9,60,None,NA
16500,9,NA,Low,NA
16501,11,2,Low,0.85
16502,11,24,Moderate,1.07
16503,11,NA,Moderate,NA
16504,11,NA,Moderate,NA
16505,11,NA,Low,NA
16506,11,NA,Low,NA
16507,11,NA,Low,NA
16508,11,NA,Low,NA
16509,11,8,Low,NA
16510,11,1,None,NA
16511,8,61,None,0.91
16512,8,108,None,0.79
16513,8,NA,None,NA
16514,8,NA,None,NA
16515,8,100,None,NA
16516,8,NA,None,NA
16517,8,NA,None,NA
16518,8,6,None,NA
16519,8,8,None,NA
16520,8,NA,None,NA
16521,8,NA,None,NA
16522,8,NA,None,NA
16523,8,NA,None,NA
16524,8,NA,None,NA
16525,8,NA,None,NA
16526,8,NA,None,NA
16527,8,NA,None,NA
16528,8,NA,None,NA
16529,8,NA,None,NA
16530,8,NA,None,NA
16531,13,NA,None,7.49
16532,13,NA,None,1.42
16533,13,8,None,NA
16534,13,NA,None,NA
16535,13,18,None,NA
16536,13,NA,None,NA
16537,13,7,None,NA
16538,13,2,None,NA
16539,13,33,None,NA
16540,13,1,Low,NA
16541,8,NA,None,NA
16542,8,NA,None,NA
16543,8,NA,None,NA
16544,8,NA,None,NA
16545,8,NA,None,NA
16546,8,2,None,NA
16547,8,2,None,NA
16548,8,11,None,NA
16549,8,59,None,NA
16550,8,5,None,NA
16551,9,7,None,0.55
16552,9,NA,None,0.45
16553,9,1,None,NA
16554,9,NA,None,NA
16555,9,10,None,NA
16556,9,6,None,NA
16557,9,3,None,NA
16558,9,NA,None,NA
16559,9,137,None,NA
16560,9,NA,None,NA
16561,15,17,None,0.55
16562,15,54,None,0.71
16563,15,NA,None,NA
16564,15,NA,None,NA
16565,15,NA,None,NA
16566,15,15,None,NA
16567,15,NA,None,NA
16568,15,NA,None,NA
16569,15,87,None,NA
16570,15,12,None,NA
16571,30,NA,Low,4.15
16572,30,36,None,0.6
16573,30,3,None,NA
16574,30,NA,Moderate,NA
16575,30,7,Low,NA
16576,30,NA,Low,NA
16577,30,NA,Moderate,NA
16578,30,3,Moderate,NA
16579,30,71,Moderate,NA
16580,30,16,Low,NA
16581,9,NA,None,0.77
16582,9,16,None,0.82
16583,9,20,None,NA
16584,9,NA,None,NA
16585,9,50,None,NA
16586,9,15,None,NA
16587,9,15,None,NA
16588,9,3,None,NA
16589,9,NA,None,NA
16590,9,7,None,NA
16591,9,3,Moderate,2.18
16592,9,6,Low,1.89
16593,9,4,Low,NA
16594,9,NA,Moderate,NA
16595,9,3,Low,NA
16596,9,NA,Moderate,NA
16597,9,2,Low,NA
16598,9,10,Low,NA
16599,9,25,Low,NA
16600,9,3,High,NA
16601,30,NA,None,1.08
16602,30,NA,None,3.47
16603,30,NA,None,NA
16604,30,NA,None,NA
16605,30,7,None,NA
16606,30,2,None,NA
16607,30,NA,None,NA
16608,30,2,None,NA
16609,30,NA,None,NA
16610,30,NA,None,NA
16611,13,NA,Low,4.49
16612,13,30,None,0.61
16613,13,NA,None,NA
16614,13,NA,None,NA
16615,13,NA,None,NA
16616,13,NA,None,NA
16617,7,NA,None,NA
16618,7,11,High,NA
16619,7,42,Moderate,NA
16620,7,NA,Moderate,NA
16621,5,NA,None,6.38
16622,5,30,None,1.05
16623,5,NA,None,NA
16624,5,NA,None,NA
16625,5,9,None,NA
16626,5,NA,None,NA
16627,5,14,None,NA
16628,5,2,Low,NA
16629,5,53,Low,NA
16630,5,NA,Low,NA
16631,NA,NA,None,NA
16632,NA,NA,None,NA
16633,NA,NA,None,NA
16634,NA,NA,None,NA
16635,NA,NA,None,NA
16636,NA,NA,None,NA
16637,NA,NA,None,NA
16638,NA,NA,None,NA
16639,NA,NA,None,NA
16640,NA,NA,None,NA
16641,8,12,None,1.52
16642,8,NA,None,1.07
16643,8,NA,None,NA
16644,8,NA,None,NA
16645,8,NA,None,NA
16646,8,NA,None,NA
16647,8,NA,None,NA
16648,8,NA,None,NA
16649,8,7,None,NA
16650,8,NA,None,NA
16651,19,NA,None,1.6
16652,19,2,None,1.53
16653,19,10,Moderate,NA
16654,19,NA,Moderate,NA
